index,sample_id,prompt,eval_name,performance,model_response,model_name,cost
50694,mbpp.dev.426,['Write a function to check if each element of second tuple is smaller than its corresponding element in the first tuple.'],mbpp,0.0,"['def check_smaller(tuple1, tuple2):\n    if len(tuple1) != len(tuple2):\n        return False\n    for i in range(len(tuple1)):\n        if tuple1[i] <= tuple2[i]:\n            return False\n    return True\n\nprint(check_smaller((1, 2, 3), (2, 1, 4)))  # False\nprint(check_smaller((1, 2, 3), (0, 1, 2)))  # True']",claude-instant-v1,0.0006072
50695,mbpp.dev.43,['Write a function to find the closest smaller number than n.'],mbpp,1.0,"['Here is a function to find the closest smaller number than n:\n\n```python\ndef find_closest_smaller(n):\n    i = n\n    while True:\n        i -= 1\n        if i < n and i >= 0:\n            return i\n```\n\nIt works by:\n\n1. Starting at the number n \n2. Decrementing i by 1\n3. Checking if i is smaller than n and greater than or equal to 0 \n4. If so, returning i as the closest smaller number\n5. Otherwise, continuing to decrement i and check again\n\nTime complexity: O(n) since we decrement i by 1 at each step until we find the closest smaller number.\n\nExample:\n```python\nfind_closest_smaller(13)\n# Returns 12\n\nfind_closest_smaller(3)  \n# Returns 2\n\nfind_closest_smaller(1)\n# Returns 0\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0011522
50696,mbpp.dev.44,['Write a python function to find the length of the longest word.'],mbpp,1.0,"['Here is a Python function to find the longest word in a string:\n\n```python\ndef longest_word(text):\n    text = text.split("" "")\n    longest = max(text, key = len)\n    return len(longest)\n```\n\nHow it works:\n\n- We split the text into a list of words using `text.split("" "")`\n- We find the maximum length word using `max(text, key = len)` \n- The `key = len` parameter tells `max()` to compare the length of each word  \n- We return the length of the longest word using `len(longest)`\n\nExample:\n\n```python\ntext = ""The quick brown fox jumps over the lazy dog""\n\nlongest_word(text)\n# 5\n```\n\nHere the longest word is ""quick"" which has 5 letters.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0009998
50697,mbpp.dev.45,['Write a function to check if a string is present as a substring in a given list of string values.'],mbpp,1.0,"['Here is a function to check if a string is present as a substring in a list of strings:\n\n```python\ndef check_substring(substring, strings):\n    for string in strings:\n        if substring in string:\n            return True\n    return False\n```\n\nUsage:\n```python\nstrings = [""hello"", ""hi"", ""hey""]\n\ncheck_substring(""he"", strings) # Returns True\ncheck_substring(""yo"", strings) # Returns False\n```\n\nThe function iterates through each string in the list and checks if the substring is present using the in operator. It returns True as soon as a match is found, otherwise it returns False.\n\nTime complexity: O(n*m) where n is the number of strings and m is the average length of each string.\n\nSpace complexity: O(1) since no extra space is used.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0010566
50698,mbpp.dev.46,['Write a function to check whether the given number is undulating or not.'],mbpp,0.0,"['Here is a function to check if a number is undulating or not:\n\n```python\ndef is_undulating(num):\n    prev = num % 10\n    num = num // 10\n    while num > 0:\n        curr = num % 10\n        if prev <= curr:\n            prev = curr\n        else: \n            return False\n        num = num // 10\n    return True\n```\n\nIt works by:\n\n1. Getting the last digit using num % 10 and storing it in prev\n2. Dividing the number by 10 using // to remove the last digit \n3. While the number is greater than 0:\n   - Get the current last digit and store in curr\n   - Check if prev is less than or equal to curr. If not, the number is not undulating, return False.\n   - Otherwise, update prev and divide num by 10 to remove the last digit.\n4. Once the loop exits, the number is undulating, so return True.\n\nTime complexity: O(n) where n is the number of digits.\nSpace complexity: O(1) since no extra space is used.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0014155
50699,mbpp.dev.47,"[""Write a function to calculate the value of 'a' to the power 'b'.""]",mbpp,1.0,"['Here is a function to calculate a to the power b:\n\n```python\ndef power(a, b):\n    result = 1\n    for i in range(b):\n        result = result * a\n    return result\n```\n\nIt works by:\n\n1. Initializing the result to 1 \n2. Using a for loop from 0 to b-1 (representing the power)\n3. Multiplying the result by a in each iteration  \n4. Returning the final result\n\nTime complexity: O(b) as we iterate b times.\nSpace complexity: O(1) as we only use constants.\n\nExample:\n```python\nprint(power(2, 5))\n# 32\nprint(power(3, 4)) \n# 81\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0009567
50700,mbpp.dev.48,"['Given a list of tuples, write a function that returns the first value of the tuple with the smallest second value.']",mbpp,1.0,"['def smallest_tuple(tuples):\n    min_value = tuples[0][1]  \n    min_tuple = tuples[0]\n    for tuple in tuples:\n        if tuple[1] < min_value:\n            min_value = tuple[1]  \n            min_tuple = tuple\n    return min_tuple[0]\n\ntuples = [(1, 2), (3, 4), (5, 1)]\nprint(smallest_tuple(tuples))\n# Prints 5\n\ntuples = [(1, 3), (4, 1), (2, -1)]  \nprint(smallest_tuple(tuples))\n# Prints 2']",claude-instant-v1,0.0007463
50701,mbpp.dev.49,['Write a python function to find the length of the smallest list in a list of lists.'],mbpp,0.0,"['Here is a python function to find the length of the smallest list in a list of lists:\n\n```python\ndef smallest_list(lists):\n    smallest = len(lists[0])\n    smallest_list = lists[0]\n    for lst in lists:\n        if len(lst) < smallest:\n            smallest = len(lst) \n            smallest_list = lst\n    return smallest, smallest_list\n```\n\nWe iterate through each list in the input lists. \nFor each list, we check if its length is smaller than the current smallest length. \nIf so, we update the smallest length and the smallest list.\nAt the end, we return both the smallest length and the actual smallest list.\n\nExample:\n```python\nlists = [[1, 2], [4, 5, 6], [7], [8, 9, 10, 11]]\n\nprint(smallest_list(lists))\n# Output: (1, [7])\n```\n\nHere the smallest list is [7] with length 1.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0012443
50702,mbpp.dev.5,['Write a function to find squares of individual elements in a list.'],mbpp,1.0,"['Here is a function to find squares of individual elements in a list:\n```python\ndef find_squares(nums):\n    squares = []\n    for n in nums:\n        squares.append(n*n)  \n    return squares\n```\n\nUsage:\n```python\nnums = [1, 2, 3, 4]\nresult = find_squares(nums)\nprint(result)\n# [1, 4, 9, 16]\n```\n\nThe function iterates through each element in the input list using a for loop. It multiplies each element by itself to calculate the square, and appends the result to the squares list. Finally, it returns the squares list containing the squared elements.']",claude-instant-v1,0.0007908
50703,mbpp.dev.50,['Write a python function to find the number of divisors of a given integer.'],mbpp,1.0,"['Here is a python function to find the number of divisors of a given integer:\n```python\ndef num_divisors(n):\n    count = 0\n    for i in range(1, n+1):\n        if n % i == 0:\n            count += 1\n    return count\n```\n\nHow it works:\n- We initialize a count variable to 0. \n- We iterate from 1 to n (the given integer).\n- If i is a divisor of n (n % i == 0), we increment count.\n- At the end, count will contain the total number of divisors, which we return.\n\nExample:\n```python\nnum_divisors(12)\n# returns 6  # divisors are 1, 2, 3, 4, 6, 12\n\nnum_divisors(7)\n# returns 2  # divisors are 1 and 7\n```\n\nTime complexity: O(n) as we iterate from 1 to n.\nSpace complexity: O(1) as we only use constant space.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0013236
50704,mbpp.dev.51,"['Write a function to find frequency of each element in a flattened list of lists, returned in a dictionary.']",mbpp,1.0,"['Here is a function to find the frequency of each element in a list of lists:\n\n```python\ndef find_frequency(lst):\n    frequency = {} \n    for element in [item for sublist in lst for item in sublist]:\n        if element in frequency:\n            frequency[element] += 1\n        else: \n            frequency[element] = 1\n    return frequency\n```\n\nIt works as follows:\n\n1. It initializes an empty dictionary `frequency` to store the results.\n2. It flattens the list of lists using a list comprehension `[item for sublist in lst for item in sublist]`\n3. It iterates over each element in the flattened list. \n4. It checks if the element is already in the dictionary. If so, it increments its count.\n5. If the element is not in the dictionary yet, it adds it with a count of 1.\n6. Finally, it returns the frequency dictionary.\n\nExample:\n```python\nfind_frequency([[1, 2], [2, 3], [1, 2, 3]])\n# {1: 2, 2: 3, 3: 2}\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0014196
50705,mbpp.dev.52,['Write a function to multiply all the numbers in a list and divide with the length of the list.'],mbpp,1.0,"['Here is the code for the function:\n```python\ndef multiply_and_divide(nums):\n    product = 1\n    for num in nums:\n        product *= num\n    return product / len(nums)\n```\n\nWe initialize the product to 1. \nThen we multiply product with each number in the list using *= operator. \nFinally we divide the product with the length of the list using len() and return the result.\n\nExample:\n```python\nmultiply_and_divide([1, 2, 3])\n# 3 # (1*2*3) / 3\n\nmultiply_and_divide([2, 4, 5, 10])\n# 20 # (2*4*5*10) / 4\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0009615
50706,mbpp.dev.53,"['Write a function to convert the given decimal number to its binary equivalent, represented as a string with no leading zeros.']",mbpp,0.0,"['Here is a function to convert a decimal number to its binary equivalent string:\n\n```python\ndef decimal_to_binary(decimal):\n    binary = """"\n    while decimal > 0:\n        binary = str(decimal % 2) + binary\n        decimal = decimal // 2\n    return binary\n```\n\nHow it works:\n\n- We initialize an empty binary string.\n- We use a while loop while the decimal number is greater than 0.\n- We calculate the remainder when dividing the decimal number by 2. This gives us the least significant bit, which we append to the binary string. \n- We perform integer division (//) on the decimal number to remove the least significant bit. \n- We repeat this process until the decimal number becomes 0.\n- Finally we return the binary string.\n\nExample:\n```\ndecimal_to_binary(10)\n# ""1010""\n\ndecimal_to_binary(15)\n# ""1111""\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0011533
50707,mbpp.dev.54,"['Write a function to find the next smallest palindrome of a specified integer, returned as an integer.']",mbpp,0.0,"['Here is a function to find the next smallest palindrome of a specified integer:\n\n```python\ndef next_smallest_palindrome(n):\n    if str(n) == str(n)[::-1]:\n        n += 1\n    while not str(n) == str(n)[::-1]:\n        n += 1    \n    return n\n```\n\nWe first check if the given number is already a palindrome. If so, we simply increment it by 1.\n\nOtherwise, we enter a while loop where we keep incrementing the number until we find the next palindrome. This is done by checking if the string representation of the number is equal to its reverse.\n\nOnce we find a palindrome, we return that number.\n\nFor example:\n```python\nnext_smallest_palindrome(123)\n# Returns 121\n\nnext_smallest_palindrome(121)\n# Returns 122\n```\n\nTime complexity: O(n) where n is the difference between the given number and the next smallest palindrome.\n\nSpace complexity: O(1) since no additional space is used.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0012679
50708,mbpp.dev.55,['Write a function to find the kth element in the given array using 1-based indexing.'],mbpp,0.0,"[""Here is a function to find the kth element in an array:\n\n```python\ndef find_kth_element(array, k):\n    array.sort()\n    return array[k-1]\n```\n\nIt works as follows:\n\n1. We sort the array using .sort()\n2. We use 1-based indexing, so the kth element's index will be k-1 \n3. We return the element at that index using array indexing.\n\nExample:\n```python\nfind_kth_element([5,2,3,6,1], 3)\n# Returns 3\n\nfind_kth_element([5,2,3,6,1], 5)\n# Returns 6\n```\n\nTime complexity: O(nlogn) due to the sort operation.\nSpace complexity: O(1) since we are sorting in place.\n\nHope this helps! Let me know if you have any other questions.""]",claude-instant-v1,0.0010424
50709,mbpp.dev.56,['Write a function to convert a snake case string to camel case string.'],mbpp,0.0,"['Here is a function to convert a snake case string to camel case string:\n```python\ndef snake_to_camel(string):\n    components = string.split(""_"") \n    # First component remains the same\n    camel_case = components[0]\n    # Join the rest of the components with first character capitalized\n    for component in components[1:]:\n        camel_case += component.title()\n    return camel_case\n```\n\nUsage:\n```python\nprint(snake_to_camel(""hello_world""))\n# Prints helloWorld\n\nprint(snake_to_camel(""hello_there_friend""))  \n# Prints helloThereFriend\n```\n\nThis works by:\n\n1. Splitting the snake case string by ""_"" into components \n2. Taking the first component as-is for the camel case string \n3. For each subsequent component, capitalize the first character and append to the camel case string.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0010619
50710,mbpp.dev.57,"['Write a function to find the Eulerian number a(n, m).']",mbpp,0.0,"['Here is a function to calculate the Eulerian number a(n, m):\n\n```python\ndef eulerian(n, m):\n    if m == 0 or m == n:\n        return 1\n    result = 1\n    for i in range(1, m+1):\n        result = result * (n - i + 1) // i\n    for i in range(1, n - m + 1):\n        result = result // i\n    return result\n```\n\nThe Eulerian number a(n, m) counts the number of permutations of n items with exactly m cycles.\n\nIt can be calculated as:\n\na(n, m) = (n - 1 + 1)! / (n - m)! * m!\n\nWhere (n - 1 + 1)! is the factorial of n, (n - m)! is the factorial of (n - m) and m! is the factorial of m.\n\nIn the function, we calculate the factorials using a for loop and divide the results to get the final Eulerian number.\n\nTime complexity: O(n^2)\nSpace complexity: O(1)\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0013864
50711,mbpp.dev.58,['Write a function to sort each sublist of strings in a given list of lists.'],mbpp,1.0,"[""Here is a function to sort each sublist of strings in a given list of lists:\n\n```python\ndef sort_sublists(lst):\n    for sublist in lst:\n        sublist.sort()\n    return lst\n```\n\nUsage:\n```python\nlst = [['b', 'a', 'c'], ['z', 'y'], ['d', 'c', 'a']]\nresult = sort_sublists(lst)\n\nprint(result)\n# [['a', 'b', 'c'], ['y', 'z'], ['a', 'c', 'd']]\n```\n\nThe function iterates through each sublist in the main list using `for sublist in lst:`. \nThen it sorts that sublist in place using `sublist.sort()`.\nFinally it returns the main list `lst` with all sublists sorted.\n\nHope this helps! Let me know if you have any other questions.""]",claude-instant-v1,0.0009771
50712,mbpp.dev.59,['Write a python function to count true booleans in the given list.'],mbpp,1.0,"['Here is a python function to count true booleans in a list:\n```python\ndef count_true(lst):\n    count = 0\n    for elem in lst:\n        if elem == True:\n            count += 1\n    return count\n```\n\nWe iterate through each element in the list using a for loop. \nIf the element is True, we increment the count by 1.\nFinally we return the count.\n\nExample:\n```python\ncount_true([True, False, True, True])\n# Returns 3\n\ncount_true([False, False, False])\n# Returns 0\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0007759
50713,mbpp.dev.6,['Write a python function to find the minimum number of rotations (greater than 0) required to get the same string.'],mbpp,0.0,"[""def minRotations(str):\n    n = len(str)\n    count = 0\n    prev = str[n-1] + str\n    curr = str\n    \n    while prev != curr:\n        prev = curr\n        curr = curr[1:] + curr[0]\n        count += 1\n        \n    return count\n\nprint(minRotations('ABC'))\n# Prints 2\n\nprint(minRotations('AABC'))  \n# Prints 1\n\nprint(minRotations('AACABB'))\n# Prints 3""]",claude-instant-v1,0.0006159
50714,mbpp.dev.60,['Write a function to append the given list to the given tuples.'],mbpp,0.0,"['Here is a function to append a list to tuples:\n\n```python\ndef append_list_to_tuples(tuples, list_to_append):\n    result = []\n    for t in tuples:\n        result.append(t + (list_to_append,)) \n    return result\n```\n\nUsage:\n```python\ntuples = ((1,2), (3,4))\nlist_to_append = [5,6]\n\nresult = append_list_to_tuples(tuples, list_to_append)\n\nprint(result)\n# [(1, 2, [5, 6]), (3, 4, [5, 6])]\n```\n\nThe function does the following:\n\n- Loops through each tuple in the tuples list\n- Appends the list_to_append to the tuple, by adding a tuple with the list as the single element \n- Adds the result to the result list\n- Returns the result list, containing the tuples with the appended list\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0011263
50715,mbpp.dev.61,['Write a function to merge three lists into a single sorted list.'],mbpp,0.0,"['Here is a function to merge three sorted lists into a single sorted list:\n\n```python\ndef merge_lists(list1, list2, list3):\n    result = []\n    i = j = k = 0\n    while i < len(list1) and j < len(list2) and k < len(list3):\n        if list1[i] < list2[j]:\n            if list1[i] < list3[k]:\n                result.append(list1[i])\n                i += 1\n            else:\n                result.append(list3[k])\n                k += 1\n        else: \n            if list2[j] < list3[k]:\n                result.append(list2[j])\n                j += 1\n            else:\n                result.append(list3[k])\n                k += 1\n                \n    while i < len(list1):\n        result.append(list1[i])\n        i += 1\n    while j < len(list2):\n        result.append(list2[j])\n        j += 1\n    while k < len(list3):\n        result.append(list3[k])\n        k += 1\n        \n    return result\n```\n\nThis works by:\n\n- Maintaining three indices i, j and k to keep track of the current position in each list\n- Comparing the next element from each list and appending the smallest to the result list\n- Incrementing the index of the list whose element was appended \n- Continuing until we reach the end of one of the lists\n- Appending the remaining elements of the other lists to the result\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0018193
50716,mbpp.dev.62,['Write a python function to find the number of numbers with an odd value when rotating a binary string the given number of times.'],mbpp,0.0,"['def odd_numbers_after_rotation(binary, rotations):\n    count = 0\n    for _ in range(rotations):\n        binary = binary[-1] + binary[:-1]  # Rotate string by one position\n        if int(binary, 2) % 2 == 1:        # Check if number is odd\n            count += 1\n    return count\n\n# Test\nprint(odd_numbers_after_rotation(""0101"", 2))\n# 2\n\nprint(odd_numbers_after_rotation(""1001"", 3))  \n# 3']",claude-instant-v1,0.0006615
50717,mbpp.dev.63,['Write a function to find the common elements in given nested lists.'],mbpp,1.0,"['Here is a function to find common elements in nested lists:\n```python\ndef common_elements(lists):\n    result = []\n    # Get the first list\n    first_list = lists[0] \n    # Iterate through the first list\n    for element in first_list:\n        # Check if the element is present in all other lists\n        if all(element in list for list in lists[1:]):\n            result.append(element)\n    return result\n```\n\nUsage:\n```python\nlists = [[1, 2, 3], [1, 2, 4], [1, 2]]\ncommon = common_elements(lists)\nprint(common)\n# [1, 2]\n```\n\nThis works by:\n\n- Taking the first list from the input lists\n- Iterating through each element in the first list \n- Checking if that element is present in all other lists using a list comprehension \n- If so, appending that element to the result \n- Returning the result which contains the common elements\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0012308
50718,mbpp.dev.64,['Write a function to check if a string represents an integer or not.'],mbpp,0.0,"['Here is a function to check if a string represents an integer or not:\n```python\ndef is_integer(s):\n    try: \n        int(s)\n        return True\n    except ValueError:\n        return False\n```\n\nIt tries to convert the string to an int. If it succeeds, it means the string represents an integer, so it returns True. Otherwise, it returns False.\n\nExample usage:\n```python\nis_integer(""123"") # Returns True\nis_integer(""12.3"") # Returns False\nis_integer(""abc"") # Returns False\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0007319
50719,mbpp.dev.65,['Write a function to check whether all dictionaries in a list are empty or not.'],mbpp,1.0,"[""Here is a function to check if all dictionaries in a list are empty:\n\n```python\ndef are_all_dicts_empty(dict_list):\n    for d in dict_list:\n        if d:\n            return False\n    return True\n```\n\nIt iterates through each dictionary in the list. If any dictionary has at least one key-value pair, it returns False immediately. \nOtherwise, if all dictionaries are empty, it returns True.\n\nYou can use it like this:\n```python\ndicts = [{}, {}, {}]\nprint(are_all_dicts_empty(dicts))\n# True\n\ndicts = [{}, {'a': 1}, {}]\nprint(are_all_dicts_empty(dicts))  \n# False\n```\n\nHope this helps! Let me know if you have any other questions.""]",claude-instant-v1,0.0008946
50720,mbpp.dev.66,['Write a function to convert a given tuple of positive integers into a single integer.'],mbpp,0.0,"['Here is a solution:\n```python\ndef tuple_to_int(tuple_num):\n    result = 0\n    multiplier = 1\n    for num in reversed(tuple_num):\n        result += num * multiplier\n        multiplier *= 10\n    return result\n```\n\nThis works by:\n\n1. Initializing result to 0 and multiplier to 1\n2. Looping through the tuple in reverse \n3. Multiplying the current number by the multiplier \n4. Adding it to the result\n5. Increasing the multiplier by 10, to account for the next place value\n6. Returning the final result\n\nFor example:\n```python\ntuple_num = (1, 2, 3)\nprint(tuple_to_int(tuple_num))\n# 123\n\ntuple_num = (6, 2, 5, 8)\nprint(tuple_to_int(tuple_num))\n# 6258\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0011036
50721,mbpp.dev.67,['Write a function to convert all possible convertible elements in a list of lists to floats.'],mbpp,0.0,"[""Here is a solution:\n```python\ndef convert_to_floats(lst):\n    for i in range(len(lst)):\n        try:\n            lst[i] = float(lst[i])\n        except ValueError:\n            pass\n        except TypeError:\n            pass\n        if type(lst[i]) == list:\n            convert_to_floats(lst[i])\n    return lst\n```\n\nThis function recursively traverses the list of lists. For each element, it tries to convert it to a float using float(). If that fails, it catches the exception and moves on.\n\nIt also checks if the element is a list, and if so, calls itself recursively to convert the inner list.\n\nExample:\n```python\nlst = [[1, 2, '3'], [4, '5'], ['a'], [6, ['b', 'c']]]\nresult = convert_to_floats(lst)\n\nprint(result)\n# [[1.0, 2.0, '3'], [4.0, '5'], ['a'], [6.0, [1.0, 2.0]]]\n```\n\nHere '3' and 'a' could not be converted, but the other numbers were successfully converted to floats.\n\nHope this helps! Let me know if you have any other questions.""]",claude-instant-v1,0.0014407
50722,mbpp.dev.68,['Write a function to convert a string to a list of strings split on the space character.'],mbpp,1.0,"['Here is a function to split a string on spaces into a list of strings:\n\n```python\ndef split_string(string):\n    return string.split("" "")\n```\n\nExample:\n```python\nstring = ""Hello world""\nresult = split_string(string)\nprint(result)\n# [\'Hello\', \'world\']\n```\n\nThis works by calling the .split() string method, which splits the string into a list, using the specified separator. In this case, we split on a space "" "" character.']",claude-instant-v1,0.0005678
50723,mbpp.dev.69,['Write a python function to find the element that appears only once in a sorted array.'],mbpp,1.0,"['Here is a solution:\n```python\ndef find_single_element(nums):\n    if len(nums) == 1:\n        return nums[0]\n    left, right = 0, len(nums)-1\n    while left < right:\n        mid = (left + right) // 2\n        if nums[mid] == nums[mid - 1]:\n            left = mid + 1\n        else:\n            right = mid\n    return nums[left]\n```\n\nThis works by doing a modified binary search on the sorted array.\nAt each step, we check if the middle element is equal to the previous element. \nIf so, we know the single element cannot be on the left side, so we move left to mid + 1.\nOtherwise, we know the single element must be on the left side, so we move right to mid.\n\nTime complexity: O(logn)\nSpace complexity: O(1)']",claude-instant-v1,0.0010502
50724,mbpp.dev.7,['Write a python function to remove first and last occurrence of a given character from the string.'],mbpp,0.0,"['Here is a python function to remove first and last occurrence of a given character from the string:\n\n```python\ndef remove_first_last(string, char):\n    first = string.find(char)\n    last = string.rfind(char)\n    if first != -1 and last != -1:\n        string = string[:first] + string[first+1:last] + string[last+1:]\n    return string\n```\n\nHow it works:\n\n- We use the .find() method to find the index of the first occurrence of the character. \n- We use the .rfind() method to find the index of the last occurrence of the character.\n- We then slice the string to remove the first and last occurrences.\n- We return the modified string.\n\nExample:\n```python\nstring = ""hello world!""\nchar = ""o""\n\nresult = remove_first_last(string, char)\n\nprint(result)\n# hellwld!\n```\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0011233
50725,mbpp.dev.70,['Write a function to find the maximum absolute product between numbers in pairs of tuples within a given list.'],mbpp,0.0,"['Here is a solution:\n```python\ndef max_abs_product(tuples):\n    max_product = 0\n    for i in range(len(tuples)):\n        for j in range(i+1, len(tuples)):\n            product = abs(tuples[i][0] * tuples[j][0])\n            if product > max_product:\n                max_product = product\n    return max_product\n```\n\nThis function does the following:\n\n- It initializes a max_product variable to 0.\n- It iterates through all pairs of tuples in the list.\n- For each pair, it calculates the absolute product of the first elements in the tuples.\n- It checks if that product is greater than the current max_product, and if so, updates max_product.\n- Finally, it returns the maximum absolute product.\n\nTime complexity: O(n^2) where n is the number of tuples, due to the nested for loops.\n\nSpace complexity: O(1) since no additional space is used.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0011925
50726,mbpp.dev.71,['Write a function to sum all amicable numbers from 1 to a specified number.'],mbpp,1.0,"['Here is a function to sum all amicable numbers from 1 to a specified number:\n\n```python\ndef sum_amicable(n):\n    total = 0\n    for i in range(1, n+1):\n        sum1 = sum_proper_divisors(i)\n        sum2 = sum_proper_divisors(sum1)\n        if sum2 == i and sum1 != i:\n            total += i\n    return total\n\ndef sum_proper_divisors(n):\n    total = 1\n    for i in range(2, int(n**0.5) + 1):\n        if n % i == 0:\n            total += i\n            if n//i != i:\n                total += n//i  \n    return total\n```\n\nThis works by:\n\n- Defining a `sum_amicable()` function that takes an upper limit `n`\n- Iterating from 1 to `n` with `i` \n- Calling `sum_proper_divisors()` to get the sum of proper divisors of `i`, and storing in `sum1`\n- Calling `sum_proper_divisors()` on `sum1` and storing in `sum2`\n- Checking if `sum2 == i` and `sum1 != i`, meaning `i` is amicable \n- Adding `i` to the total if it is amicable\n- Returning the total at the end\n\n- The `sum_proper_divisors()` function sums all proper divisors of a number by iterating from 2 to the square root of the number, and adding pairs of divisors.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0019137
50727,mbpp.dev.72,['Write a function to get the angle of a complex number.'],mbpp,1.0,"['Here is a function to get the angle of a complex number:\n```python\nimport math\n\ndef get_complex_angle(complex_num):\n    real = complex_num.real\n    imag = complex_num.imag\n    angle = math.atan2(imag, real)\n    return angle\n```\n\nWe use the math.atan2() function to calculate the angle. It takes the imaginary and real parts of the complex number as arguments and returns the angle in radians.\n\nExample:\n```python\ncomplex_num = 3 + 4j\nangle = get_complex_angle(complex_num)\nprint(angle)\n# Outputs 1.1071487177940904 (radians)\n```\n\nThe angle is measured counter-clockwise from the positive real axis.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0009102
50728,mbpp.dev.73,['Write a function to find the maximum difference between the number of 0s and number of 1s in any sub-string of the given binary string.'],mbpp,0.0,"['def max01Diff(binary):\n    max_diff = 0\n    count0 = 0\n    count1 = 0\n    \n    for char in binary:\n        if char == \'0\':\n            count0 += 1\n        else:\n            count1 += 1\n            \n        max_diff = max(max_diff, abs(count0 - count1))\n        \n    return max_diff\n\nTime complexity: O(n) where n is the length of the binary string. \nWe traverse the string only once.\n\nSpace complexity: O(1) \nWe use only constant space.\n\nExample:\nbinary = ""100100100""\nprint(max01Diff(binary))\n# Output \n2\n\nThe maximum difference is 2 between ""100"" and ""100"".']",claude-instant-v1,0.0008746
50729,mbpp.dev.74,['Write a python function to find the sum of common divisors of two given numbers.'],mbpp,1.0,"['Here is a Python function to find the sum of common divisors of two given numbers:\n\n```python\ndef common_divisors_sum(a, b):\n    sum = 0\n    for i in range(1, min(a,b) + 1): \n        if a % i == 0 and b % i == 0:\n            sum += i\n    return sum\n```\n\nWe iterate from 1 to the minimum of the two numbers. \nFor each number i, we check if i is a divisor of both a and b. \nIf so, we add i to the sum.\nFinally we return the sum.\n\nExample:\n```python\nprint(common_divisors_sum(12, 18))\n# Prints 9 \n# (1 + 2 + 3)\n\nprint(common_divisors_sum(30, 45))  \n# Prints 15\n# (1 + 3 + 5)\n```\n\nTime complexity: O(min(a,b)) as we iterate up to min(a,b).\nSpace complexity: O(1) as we only use constant space.']",claude-instant-v1,0.0012372
50730,mbpp.dev.75,['Write a function to multiply two integers.'],mbpp,1.0,"['Here is a function to multiply two integers:\n```python\ndef multiply(a, b):\n    return a * b\n```\n\nYou can call the function like this:\n```python\nresult = multiply(3, 4)\nprint(result)\n# 12\n```\n\nThis simply uses the * operator to multiply the two integers passed as arguments and returns the result.']",claude-instant-v1,0.0004198
50731,mbpp.dev.76,['Write a function to find words that are longer than n characters from a given list of words.'],mbpp,0.0,"['Here is a function to find words longer than n characters:\n```python\ndef find_long_words(words, n):\n    long_words = []\n    for word in words:\n        if len(word) > n:\n            long_words.append(word)\n    return long_words\n```\n\nUsage:\n```python\nwords = [""hello"", ""world"", ""python"", ""programming""]\nresult = find_long_words(words, 5)\nprint(result)\n# [\'python\', \'programming\']\n```\n\nThis works by:\n\n- Looping through each word in the given list of words\n- Checking if the length of the current word is greater than n using len(word) > n \n- If so, appending that word to the long_words list\n- Finally returning the long_words list which contains all words longer than n characters.\n\nHope this helps! Let me know if you have any other questions.']",claude-instant-v1,0.0009984
